masanpham,tensanpham,donvi,chinhanh,songaynhan,tonao,tonhangdiduong,toncn,tonhcm,tonmerap,tonvime
EH070,Efodyl 500mg,HOP,CT,7.0,0.0,160.0,180.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,DNAI,6.0,-80.0,0.0,439.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,DNANG,5.0,-3.0,0.0,726.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,HCM,6.0,-5.0,0.0,1206.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,HN,1.0,0.0,0.0,196.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,KH,5.0,0.0,0.0,334.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,NA,2.0,0.0,0.0,281.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,CT,7.0,-63.0,600.0,263.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,DNAI,6.0,0.0,240.0,37.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,DNANG,5.0,0.0,240.0,7.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,HCM,6.0,0.0,0.0,817.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,HN,1.0,0.0,0.0,258.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,KH,5.0,-10.0,0.0,84.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,NA,2.0,0.0,0.0,66.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,CT,7.0,-105.0,0.0,1306.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,DNAI,6.0,-10.0,0.0,2224.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,DNANG,5.0,-5.0,0.0,909.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,HCM,6.0,-18.0,600.0,1333.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,HN,1.0,-102.0,0.0,391.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,KH,5.0,-30.0,0.0,1215.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,NA,2.0,0.0,0.0,395.0,0.0,0.0,0.0
EH083,Mecefix-B.E 400mg,HOP,KH,5.0,0.0,0.0,8.0,0.0,0.0,0.0
EH083,Mecefix-B.E 400mg,HOP,NA,2.0,0.0,0.0,41.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,CT,7.0,-20.0,0.0,919.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,DNAI,6.0,0.0,0.0,386.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,DNANG,5.0,-37.0,0.0,510.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,HCM,6.0,-295.0,0.0,2133.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,HN,1.0,-10.0,0.0,72.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,KH,5.0,0.0,0.0,302.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,NA,2.0,-20.0,0.0,90.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,CT,7.0,-10.0,0.0,508.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,DNAI,6.0,0.0,0.0,220.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,DNANG,5.0,-22.0,0.0,208.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,HCM,6.0,-119.0,0.0,340.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,HN,1.0,-21.0,0.0,85.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,KH,5.0,0.0,0.0,162.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,NA,2.0,-20.0,0.0,86.0,0.0,0.0,0.0
EH086,Benita,HOP,CT,7.0,-136.0,2000.0,1914.0,2780.0,0.0,0.0
EH086,Benita,HOP,DNAI,6.0,-64.0,0.0,3098.0,1869.0,0.0,0.0
EH086,Benita,HOP,DNANG,5.0,-210.0,0.0,3600.0,1289.0,0.0,0.0
EH086,Benita,HOP,HCM,6.0,-418.0,4000.0,10291.0,0.0,0.0,0.0
EH086,Benita,HOP,HN,1.0,-545.0,0.0,2046.0,816.0,0.0,0.0
EH086,Benita,HOP,KH,5.0,-76.0,5000.0,1409.0,305.0,0.0,0.0
EH086,Benita,HOP,NA,2.0,0.0,0.0,1860.0,1135.0,0.0,0.0
EH087,Meseca,HOP,CT,7.0,-495.0,2000.0,1390.0,3270.0,0.0,0.0
EH087,Meseca,HOP,DNAI,6.0,-14.0,0.0,1813.0,2680.0,0.0,0.0
EH087,Meseca,HOP,DNANG,5.0,-55.0,0.0,1686.0,1729.0,0.0,0.0
EH087,Meseca,HOP,HCM,6.0,-528.0,4000.0,6448.0,0.0,0.0,0.0
EH087,Meseca,HOP,HN,1.0,-78.0,0.0,2227.0,982.0,0.0,0.0
EH087,Meseca,HOP,KH,5.0,-20.0,0.0,2498.0,615.0,0.0,0.0
EH087,Meseca,HOP,NA,2.0,-15.0,0.0,1337.0,950.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,CT,7.0,0.0,0.0,655.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,DNAI,6.0,-15.0,0.0,1216.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,DNANG,5.0,-5.0,0.0,322.0,175.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,HCM,6.0,0.0,0.0,1296.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,HN,1.0,0.0,0.0,254.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,KH,5.0,0.0,0.0,1061.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,NA,2.0,-30.0,0.0,242.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,CT,7.0,-100.0,0.0,1740.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,DNAI,6.0,0.0,0.0,1946.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,DNANG,5.0,-10.0,0.0,1176.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,HCM,6.0,-40.0,0.0,1424.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,HN,1.0,-40.0,0.0,781.0,91.0,0.0,0.0
EH089,Benate fort ointment,HOP,KH,5.0,0.0,0.0,734.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,NA,2.0,-20.0,0.0,588.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,CT,7.0,-65.0,900.0,1532.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,DNAI,6.0,-10.0,0.0,2228.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,DNANG,5.0,-15.0,0.0,755.0,600.0,0.0,0.0
EH091,Syseye 10ml,HOP,HCM,6.0,-86.0,0.0,9225.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,HN,1.0,-60.0,0.0,675.0,71.0,0.0,0.0
EH091,Syseye 10ml,HOP,KH,5.0,-5.0,300.0,525.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,NA,2.0,-20.0,0.0,668.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,CT,7.0,-209.0,0.0,1370.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,DNAI,6.0,-870.0,0.0,1631.0,2581.0,0.0,0.0
EH092,Medoral 250ml,HOP,DNANG,5.0,-960.0,2500.0,1630.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,HCM,6.0,-4288.0,15516.0,4741.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,HN,1.0,-1014.0,0.0,1148.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,KH,5.0,-291.0,0.0,2047.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,NA,2.0,-38.0,0.0,3771.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,CT,7.0,-12.0,0.0,143.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,DNAI,6.0,-5.0,0.0,176.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,DNANG,5.0,0.0,0.0,261.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,HCM,6.0,-17.0,0.0,213.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,HN,1.0,0.0,0.0,165.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,KH,5.0,0.0,0.0,203.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,NA,2.0,0.0,0.0,94.0,0.0,0.0,0.0
EH094,Meclonate,HOP,CT,7.0,0.0,200.0,0.0,60.0,0.0,0.0
EH094,Meclonate,HOP,DNAI,6.0,0.0,0.0,1071.0,450.0,0.0,0.0
EH094,Meclonate,HOP,DNANG,5.0,0.0,0.0,0.0,687.0,0.0,0.0
EH094,Meclonate,HOP,HCM,6.0,0.0,0.0,1212.0,0.0,0.0,0.0
EH094,Meclonate,HOP,HN,1.0,-6.0,0.0,370.0,85.0,0.0,0.0
EH094,Meclonate,HOP,KH,5.0,0.0,0.0,159.0,700.0,0.0,0.0
EH094,Meclonate,HOP,NA,2.0,0.0,0.0,664.0,760.0,0.0,0.0
EH095,Metiny 375mg,HOP,CT,7.0,0.0,0.0,21.0,220.0,0.0,0.0
EH095,Metiny 375mg,HOP,DNAI,6.0,0.0,0.0,79.0,0.0,0.0,0.0
EH095,Metiny 375mg,HOP,DNANG,5.0,-35.0,0.0,482.0,765.0,0.0,0.0
EH095,Metiny 375mg,HOP,HCM,6.0,0.0,0.0,5498.0,0.0,0.0,0.0
EH095,Metiny 375mg,HOP,HN,1.0,0.0,0.0,18.0,0.0,0.0,0.0
EH095,Metiny 375mg,HOP,KH,5.0,0.0,0.0,88.0,2180.0,0.0,0.0
EH095,Metiny 375mg,HOP,NA,2.0,0.0,0.0,223.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,CT,7.0,-60.0,306.0,63.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,DNAI,6.0,-54.0,0.0,2336.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,DNANG,5.0,-5.0,0.0,518.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,HCM,6.0,-29.0,0.0,1002.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,HN,1.0,0.0,0.0,404.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,KH,5.0,0.0,0.0,182.0,645.0,0.0,0.0
EH096,Efodyl 125mg,HOP,NA,2.0,-36.0,0.0,232.0,0.0,0.0,0.0
EH097,Olevid 5ml,HOP,CT,7.0,0.0,0.0,304.0,100.0,0.0,0.0
EH097,Olevid 5ml,HOP,DNAI,6.0,0.0,0.0,944.0,110.0,0.0,0.0
EH097,Olevid 5ml,HOP,DNANG,5.0,0.0,0.0,295.0,1045.0,0.0,0.0
EH097,Olevid 5ml,HOP,HCM,6.0,0.0,0.0,3171.0,0.0,0.0,0.0
EH097,Olevid 5ml,HOP,HN,1.0,0.0,0.0,626.0,545.0,0.0,0.0
EH097,Olevid 5ml,HOP,KH,5.0,0.0,0.0,154.0,550.0,0.0,0.0
EH097,Olevid 5ml,HOP,NA,2.0,0.0,0.0,231.0,450.0,0.0,0.0
EH099,Vedanal Fort,HOP,CT,7.0,-160.0,1200.0,78.0,178.0,0.0,0.0
EH099,Vedanal Fort,HOP,DNAI,6.0,0.0,0.0,1329.0,560.0,0.0,0.0
EH099,Vedanal Fort,HOP,DNANG,5.0,-70.0,0.0,2065.0,360.0,0.0,0.0
EH099,Vedanal Fort,HOP,HCM,6.0,-2.0,0.0,5480.0,0.0,0.0,0.0
EH099,Vedanal Fort,HOP,HN,1.0,-385.0,0.0,1188.0,255.0,0.0,0.0
EH099,Vedanal Fort,HOP,KH,5.0,0.0,0.0,143.0,480.0,0.0,0.0
EH099,Vedanal Fort,HOP,NA,2.0,-250.0,0.0,913.0,1090.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,CT,7.0,0.0,0.0,408.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,DNAI,6.0,-12.0,0.0,209.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,DNANG,5.0,-2.0,0.0,117.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,HCM,6.0,-53.0,0.0,144.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,HN,1.0,-2.0,0.0,171.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,KH,5.0,0.0,96.0,7.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,NA,2.0,0.0,0.0,132.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,CT,7.0,-5.0,600.0,297.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,DNAI,6.0,0.0,0.0,277.0,600.0,0.0,0.0
EH101,Vitol 0.18%,HOP,DNANG,5.0,0.0,0.0,945.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,HCM,6.0,0.0,0.0,872.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,HN,1.0,0.0,0.0,366.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,KH,5.0,0.0,0.0,429.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,NA,2.0,0.0,0.0,369.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,CT,7.0,-141.0,0.0,679.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,DNAI,6.0,-432.0,0.0,558.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,DNANG,5.0,-197.0,2800.0,679.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,HCM,6.0,-484.0,1671.0,550.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,HN,1.0,-138.0,0.0,695.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,KH,5.0,-11.0,0.0,15.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,NA,2.0,-44.0,0.0,1215.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,CT,7.0,0.0,160.0,60.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,DNAI,6.0,-86.0,0.0,415.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,DNANG,5.0,0.0,0.0,1611.0,480.0,0.0,0.0
EH103,Cebest 200mg,HOP,HCM,6.0,0.0,0.0,635.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,HN,1.0,0.0,0.0,253.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,KH,5.0,0.0,0.0,141.0,160.0,0.0,0.0
EH103,Cebest 200mg,HOP,NA,2.0,0.0,0.0,256.0,0.0,0.0,0.0
EH104,Cebest 100mg,HOP,CT,7.0,0.0,0.0,208.0,0.0,0.0,0.0
EH104,Cebest 100mg,HOP,DNAI,6.0,-36.0,0.0,213.0,0.0,0.0,0.0
EH104,Cebest 100mg,HOP,DNANG,5.0,0.0,0.0,115.0,1500.0,0.0,0.0
EH104,Cebest 100mg,HOP,HCM,6.0,0.0,0.0,154.0,0.0,0.0,0.0
EH104,Cebest 100mg,HOP,HN,1.0,0.0,0.0,217.0,338.0,0.0,0.0
EH104,Cebest 100mg,HOP,KH,5.0,0.0,0.0,179.0,290.0,0.0,0.0
EH104,Cebest 100mg,HOP,NA,2.0,0.0,0.0,187.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,CT,7.0,0.0,0.0,109.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,DNAI,6.0,0.0,0.0,603.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,DNANG,5.0,0.0,0.0,479.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,HCM,6.0,0.0,0.0,883.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,HN,1.0,0.0,0.0,190.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,KH,5.0,0.0,300.0,5.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,NA,2.0,0.0,0.0,79.0,0.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,CT,7.0,0.0,0.0,157.0,85.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,DNAI,6.0,-6.0,0.0,638.0,960.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,DNANG,5.0,0.0,0.0,184.0,322.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,HCM,6.0,-23.0,0.0,1468.0,0.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,HN,1.0,-202.0,0.0,158.0,204.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,KH,5.0,-5.0,0.0,128.0,1056.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,NA,2.0,0.0,0.0,27.0,229.0,0.0,0.0
EH107,Stomex,HOP,CT,7.0,-17.0,0.0,465.0,0.0,0.0,0.0
EH107,Stomex,HOP,DNAI,6.0,-24.0,0.0,981.0,0.0,0.0,0.0
EH107,Stomex,HOP,DNANG,5.0,-5.0,0.0,1974.0,0.0,0.0,0.0
EH107,Stomex,HOP,HCM,6.0,-1.0,0.0,1792.0,0.0,0.0,0.0
EH107,Stomex,HOP,HN,1.0,-21.0,0.0,192.0,0.0,0.0,0.0
EH107,Stomex,HOP,KH,5.0,0.0,0.0,331.0,0.0,0.0,0.0
EH107,Stomex,HOP,NA,2.0,0.0,0.0,309.0,0.0,0.0,0.0
EH108,Meseca Fort,HOP,CT,7.0,-24.0,0.0,358.0,0.0,0.0,0.0
EH108,Meseca Fort,HOP,DNAI,6.0,-34.0,0.0,1560.0,0.0,0.0,0.0
EH108,Meseca Fort,HOP,DNANG,5.0,-87.0,0.0,1729.0,40.0,0.0,0.0
EH108,Meseca Fort,HOP,HCM,6.0,-266.0,0.0,1776.0,0.0,0.0,0.0
EH108,Meseca Fort,HOP,HN,1.0,-90.0,0.0,623.0,200.0,0.0,0.0
EH108,Meseca Fort,HOP,KH,5.0,-25.0,0.0,269.0,380.0,0.0,0.0
EH108,Meseca Fort,HOP,NA,2.0,-20.0,0.0,487.0,0.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,CT,7.0,0.0,102.0,148.0,20.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,DNAI,6.0,-26.0,0.0,973.0,1009.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,DNANG,5.0,-15.0,0.0,697.0,1371.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,HCM,6.0,0.0,0.0,3396.0,0.0,0.0,3060.0
EH109,Cebest 50 Gói,HOP,HN,1.0,0.0,0.0,658.0,387.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,KH,5.0,0.0,0.0,96.0,1322.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,NA,2.0,-204.0,0.0,172.0,312.0,0.0,0.0
EH110,Metoxa 10ml,HOP,CT,7.0,-15.0,0.0,192.0,95.0,0.0,0.0
EH110,Metoxa 10ml,HOP,DNAI,6.0,-13.0,0.0,205.0,0.0,0.0,0.0
EH110,Metoxa 10ml,HOP,DNANG,5.0,-11.0,0.0,90.0,320.0,0.0,0.0
EH110,Metoxa 10ml,HOP,HCM,6.0,-10.0,216.0,44.0,0.0,0.0,0.0
EH110,Metoxa 10ml,HOP,HN,1.0,0.0,0.0,19.0,164.0,0.0,0.0
EH110,Metoxa 10ml,HOP,KH,5.0,0.0,0.0,81.0,16.0,0.0,0.0
EH110,Metoxa 10ml,HOP,NA,2.0,-37.0,0.0,188.0,32.0,0.0,0.0
EH111,Aquima,HOP,CT,7.0,-286.0,0.0,355.0,4453.0,0.0,0.0
EH111,Aquima,HOP,DNAI,6.0,-624.0,7025.0,6884.0,1998.0,0.0,0.0
EH111,Aquima,HOP,DNANG,5.0,-77.0,0.0,3192.0,9120.0,0.0,0.0
EH111,Aquima,HOP,HCM,6.0,-100.0,0.0,5729.0,0.0,0.0,7041.0
EH111,Aquima,HOP,HN,1.0,-59.0,0.0,542.0,559.0,0.0,0.0
EH111,Aquima,HOP,KH,5.0,-6.0,0.0,2121.0,7959.0,0.0,0.0
EH111,Aquima,HOP,NA,2.0,0.0,1000.0,330.0,1130.0,0.0,0.0
EH112,Syseye 15ml,HOP,CT,7.0,0.0,1440.0,28.0,0.0,0.0,0.0
EH112,Syseye 15ml,HOP,DNAI,6.0,0.0,0.0,1559.0,967.0,0.0,0.0
EH112,Syseye 15ml,HOP,DNANG,5.0,0.0,0.0,961.0,183.0,0.0,0.0
EH112,Syseye 15ml,HOP,HCM,6.0,0.0,0.0,17616.0,0.0,0.0,0.0
EH112,Syseye 15ml,HOP,HN,1.0,-20.0,0.0,60.0,595.0,0.0,0.0
EH112,Syseye 15ml,HOP,KH,5.0,0.0,0.0,1247.0,570.0,0.0,0.0
EH112,Syseye 15ml,HOP,NA,2.0,0.0,1440.0,844.0,472.0,0.0,0.0
EH113,Scofi 10ml,HOP,CT,7.0,0.0,0.0,1023.0,430.0,0.0,0.0
EH113,Scofi 10ml,HOP,DNAI,6.0,0.0,0.0,587.0,237.0,0.0,0.0
EH113,Scofi 10ml,HOP,DNANG,5.0,-100.0,0.0,1798.0,2981.0,0.0,0.0
EH113,Scofi 10ml,HOP,HCM,6.0,0.0,0.0,1577.0,0.0,0.0,0.0
EH113,Scofi 10ml,HOP,HN,1.0,0.0,0.0,505.0,1345.0,0.0,0.0
EH113,Scofi 10ml,HOP,KH,5.0,0.0,0.0,1530.0,1270.0,0.0,0.0
EH113,Scofi 10ml,HOP,NA,2.0,0.0,0.0,97.0,500.0,0.0,0.0
EH114,Fiora,HOP,CT,7.0,0.0,0.0,109.0,0.0,0.0,0.0
EH114,Fiora,HOP,DNAI,6.0,-3.0,0.0,153.0,340.0,0.0,0.0
EH114,Fiora,HOP,DNANG,5.0,-5.0,0.0,445.0,10.0,0.0,0.0
EH114,Fiora,HOP,HCM,6.0,0.0,0.0,378.0,0.0,0.0,0.0
EH114,Fiora,HOP,HN,1.0,-15.0,0.0,230.0,0.0,0.0,0.0
EH114,Fiora,HOP,KH,5.0,0.0,0.0,54.0,160.0,0.0,0.0
EH114,Fiora,HOP,NA,2.0,0.0,0.0,171.0,0.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,CT,7.0,-119.0,900.0,458.0,0.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,DNAI,6.0,-88.0,0.0,1752.0,0.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,DNANG,5.0,-109.0,0.0,2736.0,35.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,HCM,6.0,-3301.0,0.0,13827.0,0.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,HN,1.0,-176.0,0.0,598.0,95.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,KH,5.0,-25.0,0.0,2184.0,30.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,NA,2.0,-88.0,0.0,1189.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,CT,7.0,-100.0,216.0,207.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,DNAI,6.0,0.0,0.0,393.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,DNANG,5.0,-33.0,0.0,224.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,HCM,6.0,-43.0,0.0,556.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,HN,1.0,-10.0,0.0,302.0,0.0,0.0,0.0
