masanpham,tensanpham,donvi,chinhanh,songaynhan,tonao,tonhangdiduong,toncn,tonhcm,tonmerap,tonvime
EH070,Efodyl 500mg,HOP,CT,7.0,0.0,160.0,180.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,DNAI,6.0,-6.0,0.0,455.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,DNANG,5.0,-3.0,0.0,729.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,HCM,6.0,0.0,0.0,1276.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,HN,1.0,0.0,0.0,246.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,KH,5.0,-5.0,0.0,351.0,0.0,0.0,0.0
EH070,Efodyl 500mg,HOP,NA,2.0,0.0,0.0,346.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,CT,7.0,-91.0,600.0,311.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,DNAI,6.0,-25.0,240.0,72.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,DNANG,5.0,0.0,240.0,7.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,HCM,6.0,-20.0,840.0,40.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,HN,1.0,0.0,0.0,268.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,KH,5.0,-10.0,0.0,102.0,0.0,0.0,0.0
EH072,Meceta 500mg,HOP,NA,2.0,0.0,0.0,66.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,CT,7.0,-55.0,0.0,1390.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,DNAI,6.0,-20.0,0.0,2244.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,DNANG,5.0,-45.0,0.0,979.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,HCM,6.0,0.0,600.0,1484.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,HN,1.0,-122.0,0.0,543.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,KH,5.0,-12.0,0.0,1217.0,0.0,0.0,0.0
EH074,Metodex 5ml,HOP,NA,2.0,0.0,0.0,425.0,0.0,0.0,0.0
EH083,Mecefix-B.E 400mg,HOP,KH,5.0,0.0,0.0,8.0,0.0,0.0,0.0
EH083,Mecefix-B.E 400mg,HOP,NA,2.0,0.0,0.0,41.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,CT,7.0,0.0,0.0,1332.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,DNAI,6.0,0.0,0.0,406.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,DNANG,5.0,-25.0,0.0,510.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,HCM,6.0,-85.0,0.0,2252.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,HN,1.0,0.0,0.0,97.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,KH,5.0,0.0,0.0,302.0,0.0,0.0,0.0
EH084,Xisat XP Xanh 75ml,HOP,NA,2.0,0.0,0.0,110.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,CT,7.0,0.0,0.0,776.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,DNAI,6.0,0.0,0.0,220.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,DNANG,5.0,-10.0,0.0,208.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,HCM,6.0,-4.0,0.0,371.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,HN,1.0,-21.0,0.0,85.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,KH,5.0,0.0,0.0,162.0,0.0,0.0,0.0
EH085,Xisat XP Hong 75ml,HOP,NA,2.0,0.0,0.0,106.0,0.0,0.0,0.0
EH086,Benita,HOP,CT,7.0,-44.0,2000.0,2215.0,2780.0,0.0,0.0
EH086,Benita,HOP,DNAI,6.0,-122.0,0.0,3548.0,1969.0,0.0,0.0
EH086,Benita,HOP,DNANG,5.0,-66.0,0.0,3812.0,1289.0,0.0,0.0
EH086,Benita,HOP,HCM,6.0,-55.0,4000.0,10805.0,0.0,0.0,0.0
EH086,Benita,HOP,HN,1.0,-380.0,0.0,2352.0,1216.0,0.0,0.0
EH086,Benita,HOP,KH,5.0,-110.0,0.0,1762.0,505.0,0.0,0.0
EH086,Benita,HOP,NA,2.0,0.0,0.0,1937.0,1135.0,0.0,0.0
EH087,Meseca,HOP,CT,7.0,-340.0,2000.0,1680.0,3270.0,0.0,0.0
EH087,Meseca,HOP,DNAI,6.0,-45.0,0.0,1984.0,2680.0,0.0,0.0
EH087,Meseca,HOP,DNANG,5.0,-64.0,0.0,1792.0,1809.0,0.0,0.0
EH087,Meseca,HOP,HCM,6.0,-25.0,4000.0,7223.0,0.0,0.0,0.0
EH087,Meseca,HOP,HN,1.0,-26.0,0.0,2380.0,1036.0,0.0,0.0
EH087,Meseca,HOP,KH,5.0,0.0,0.0,2676.0,635.0,0.0,0.0
EH087,Meseca,HOP,NA,2.0,-25.0,0.0,1405.0,970.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,CT,7.0,0.0,0.0,655.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,DNAI,6.0,-10.0,0.0,1246.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,DNANG,5.0,-15.0,0.0,932.0,475.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,HCM,6.0,-31.0,0.0,1342.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,HN,1.0,0.0,0.0,287.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,KH,5.0,0.0,0.0,1071.0,0.0,0.0,0.0
EH088,Metodex sps 5ml,HOP,NA,2.0,0.0,0.0,242.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,CT,7.0,-65.0,0.0,1820.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,DNAI,6.0,-5.0,0.0,1951.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,DNANG,5.0,-10.0,0.0,1176.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,HCM,6.0,-26.0,0.0,1513.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,HN,1.0,0.0,0.0,781.0,91.0,0.0,0.0
EH089,Benate fort ointment,HOP,KH,5.0,0.0,0.0,734.0,0.0,0.0,0.0
EH089,Benate fort ointment,HOP,NA,2.0,0.0,0.0,588.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,CT,7.0,-45.0,900.0,1593.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,DNAI,6.0,-56.0,0.0,2324.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,DNANG,5.0,-15.0,0.0,775.0,600.0,0.0,0.0
EH091,Syseye 10ml,HOP,HCM,6.0,-52.0,0.0,9359.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,HN,1.0,-419.0,0.0,1186.0,124.0,0.0,0.0
EH091,Syseye 10ml,HOP,KH,5.0,-5.0,0.0,568.0,0.0,0.0,0.0
EH091,Syseye 10ml,HOP,NA,2.0,0.0,0.0,668.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,CT,7.0,-220.0,0.0,1843.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,DNAI,6.0,-676.0,0.0,2607.0,2581.0,0.0,0.0
EH092,Medoral 250ml,HOP,DNANG,5.0,-784.0,2500.0,3196.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,HCM,6.0,-5041.0,13516.0,5554.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,HN,1.0,-1252.0,0.0,2606.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,KH,5.0,-154.0,0.0,4292.0,0.0,0.0,0.0
EH092,Medoral 250ml,HOP,NA,2.0,0.0,0.0,3846.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,CT,7.0,0.0,0.0,143.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,DNAI,6.0,-6.0,0.0,192.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,DNANG,5.0,0.0,0.0,261.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,HCM,6.0,0.0,0.0,235.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,HN,1.0,-22.0,0.0,187.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,KH,5.0,0.0,0.0,203.0,0.0,0.0,0.0
EH093,Efodyl 250mg,HOP,NA,2.0,0.0,0.0,130.0,0.0,0.0,0.0
EH094,Meclonate,HOP,CT,7.0,0.0,200.0,0.0,60.0,0.0,0.0
EH094,Meclonate,HOP,DNAI,6.0,0.0,0.0,1071.0,450.0,0.0,0.0
EH094,Meclonate,HOP,DNANG,5.0,0.0,0.0,0.0,687.0,0.0,0.0
EH094,Meclonate,HOP,HCM,6.0,0.0,0.0,1212.0,0.0,0.0,0.0
EH094,Meclonate,HOP,HN,1.0,-6.0,0.0,370.0,85.0,0.0,0.0
EH094,Meclonate,HOP,KH,5.0,0.0,0.0,159.0,700.0,0.0,0.0
EH094,Meclonate,HOP,NA,2.0,0.0,0.0,664.0,760.0,0.0,0.0
EH095,Metiny 375mg,HOP,CT,7.0,0.0,0.0,31.0,220.0,0.0,0.0
EH095,Metiny 375mg,HOP,DNAI,6.0,-3.0,0.0,82.0,0.0,0.0,0.0
EH095,Metiny 375mg,HOP,DNANG,5.0,-5.0,0.0,482.0,765.0,0.0,0.0
EH095,Metiny 375mg,HOP,HCM,6.0,0.0,0.0,5498.0,0.0,0.0,0.0
EH095,Metiny 375mg,HOP,HN,1.0,0.0,0.0,18.0,0.0,0.0,0.0
EH095,Metiny 375mg,HOP,KH,5.0,0.0,0.0,228.0,2340.0,0.0,0.0
EH095,Metiny 375mg,HOP,NA,2.0,0.0,0.0,223.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,CT,7.0,-36.0,0.0,68.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,DNAI,6.0,0.0,0.0,2348.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,DNANG,5.0,0.0,0.0,554.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,HCM,6.0,-36.0,0.0,1026.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,HN,1.0,0.0,0.0,404.0,0.0,0.0,0.0
EH096,Efodyl 125mg,HOP,KH,5.0,0.0,0.0,135.0,814.0,0.0,0.0
EH096,Efodyl 125mg,HOP,NA,2.0,0.0,0.0,232.0,0.0,0.0,0.0
EH097,Olevid 5ml,HOP,CT,7.0,0.0,0.0,304.0,100.0,0.0,0.0
EH097,Olevid 5ml,HOP,DNAI,6.0,0.0,0.0,944.0,110.0,0.0,0.0
EH097,Olevid 5ml,HOP,DNANG,5.0,0.0,0.0,307.0,1045.0,0.0,0.0
EH097,Olevid 5ml,HOP,HCM,6.0,0.0,0.0,3201.0,0.0,0.0,0.0
EH097,Olevid 5ml,HOP,HN,1.0,-12.0,0.0,652.0,545.0,0.0,0.0
EH097,Olevid 5ml,HOP,KH,5.0,0.0,0.0,154.0,550.0,0.0,0.0
EH097,Olevid 5ml,HOP,NA,2.0,0.0,0.0,231.0,450.0,0.0,0.0
EH099,Vedanal Fort,HOP,CT,7.0,0.0,800.0,178.0,78.0,0.0,0.0
EH099,Vedanal Fort,HOP,DNAI,6.0,-5.0,0.0,1334.0,860.0,0.0,0.0
EH099,Vedanal Fort,HOP,DNANG,5.0,-30.0,0.0,2075.0,560.0,0.0,0.0
EH099,Vedanal Fort,HOP,HCM,6.0,-6.0,0.0,5506.0,0.0,0.0,0.0
EH099,Vedanal Fort,HOP,HN,1.0,-42.0,0.0,1302.0,305.0,0.0,0.0
EH099,Vedanal Fort,HOP,KH,5.0,0.0,0.0,146.0,480.0,0.0,0.0
EH099,Vedanal Fort,HOP,NA,2.0,-50.0,0.0,913.0,1090.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,CT,7.0,0.0,0.0,408.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,DNAI,6.0,-12.0,0.0,209.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,DNANG,5.0,0.0,0.0,213.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,HCM,6.0,-60.0,0.0,168.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,HN,1.0,-112.0,0.0,316.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,KH,5.0,0.0,0.0,7.0,0.0,0.0,0.0
EH100,Efodyl 250mg (Gói),HOP,NA,2.0,0.0,0.0,132.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,CT,7.0,-5.0,600.0,319.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,DNAI,6.0,0.0,0.0,289.0,600.0,0.0,0.0
EH101,Vitol 0.18%,HOP,DNANG,5.0,0.0,0.0,945.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,HCM,6.0,-12.0,0.0,894.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,HN,1.0,0.0,0.0,366.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,KH,5.0,0.0,0.0,429.0,0.0,0.0,0.0
EH101,Vitol 0.18%,HOP,NA,2.0,0.0,0.0,369.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,CT,7.0,0.0,0.0,701.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,DNAI,6.0,0.0,0.0,570.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,DNANG,5.0,-275.0,1200.0,767.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,HCM,6.0,-572.0,1671.0,1620.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,HN,1.0,-115.0,0.0,1046.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,KH,5.0,-22.0,0.0,26.0,0.0,0.0,0.0
EH102,Medoral 125ml,HOP,NA,2.0,0.0,0.0,1325.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,CT,7.0,0.0,160.0,60.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,DNAI,6.0,0.0,0.0,95.0,320.0,0.0,0.0
EH103,Cebest 200mg,HOP,DNANG,5.0,-10.0,0.0,1626.0,480.0,0.0,0.0
EH103,Cebest 200mg,HOP,HCM,6.0,0.0,0.0,705.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,HN,1.0,0.0,0.0,253.0,0.0,0.0,0.0
EH103,Cebest 200mg,HOP,KH,5.0,0.0,0.0,141.0,160.0,0.0,0.0
EH103,Cebest 200mg,HOP,NA,2.0,0.0,0.0,261.0,0.0,0.0,0.0
EH104,Cebest 100mg,HOP,CT,7.0,0.0,0.0,208.0,0.0,0.0,0.0
EH104,Cebest 100mg,HOP,DNAI,6.0,-36.0,0.0,213.0,0.0,0.0,0.0
EH104,Cebest 100mg,HOP,DNANG,5.0,0.0,0.0,115.0,1500.0,0.0,0.0
EH104,Cebest 100mg,HOP,HCM,6.0,0.0,0.0,154.0,0.0,0.0,0.0
EH104,Cebest 100mg,HOP,HN,1.0,0.0,0.0,217.0,338.0,0.0,0.0
EH104,Cebest 100mg,HOP,KH,5.0,0.0,0.0,179.0,290.0,0.0,0.0
EH104,Cebest 100mg,HOP,NA,2.0,0.0,0.0,187.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,CT,7.0,0.0,0.0,137.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,DNAI,6.0,0.0,0.0,603.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,DNANG,5.0,0.0,0.0,479.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,HCM,6.0,0.0,0.0,1249.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,HN,1.0,-34.0,0.0,224.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,KH,5.0,0.0,0.0,5.0,0.0,0.0,0.0
EH105,Etobat 10ml,HOP,NA,2.0,0.0,0.0,79.0,0.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,CT,7.0,0.0,0.0,157.0,85.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,DNAI,6.0,0.0,0.0,668.0,960.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,DNANG,5.0,0.0,0.0,184.0,322.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,HCM,6.0,-24.0,0.0,1490.0,0.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,HN,1.0,-214.0,0.0,180.0,204.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,KH,5.0,0.0,0.0,176.0,1056.0,0.0,0.0
EH106,Cebest 100 Gói,HOP,NA,2.0,0.0,0.0,32.0,229.0,0.0,0.0
EH107,Stomex,HOP,CT,7.0,0.0,0.0,526.0,0.0,0.0,0.0
EH107,Stomex,HOP,DNAI,6.0,-24.0,0.0,981.0,0.0,0.0,0.0
EH107,Stomex,HOP,DNANG,5.0,-5.0,0.0,2161.0,0.0,0.0,0.0
EH107,Stomex,HOP,HCM,6.0,0.0,0.0,1797.0,0.0,0.0,0.0
EH107,Stomex,HOP,HN,1.0,-50.0,0.0,292.0,0.0,0.0,0.0
EH107,Stomex,HOP,KH,5.0,-8.0,0.0,339.0,0.0,0.0,0.0
EH107,Stomex,HOP,NA,2.0,0.0,0.0,354.0,0.0,0.0,0.0
EH108,Meseca Fort,HOP,CT,7.0,0.0,0.0,403.0,0.0,0.0,0.0
EH108,Meseca Fort,HOP,DNAI,6.0,-5.0,0.0,1573.0,0.0,0.0,0.0
EH108,Meseca Fort,HOP,DNANG,5.0,-20.0,0.0,1805.0,30.0,0.0,0.0
EH108,Meseca Fort,HOP,HCM,6.0,-2.0,600.0,1258.0,0.0,0.0,0.0
EH108,Meseca Fort,HOP,HN,1.0,-70.0,0.0,880.0,200.0,0.0,0.0
EH108,Meseca Fort,HOP,KH,5.0,0.0,0.0,302.0,380.0,0.0,0.0
EH108,Meseca Fort,HOP,NA,2.0,-10.0,0.0,537.0,0.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,CT,7.0,0.0,102.0,148.0,20.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,DNAI,6.0,-26.0,0.0,923.0,1009.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,DNANG,5.0,0.0,0.0,697.0,1371.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,HCM,6.0,0.0,0.0,3426.0,0.0,0.0,3060.0
EH109,Cebest 50 Gói,HOP,HN,1.0,0.0,0.0,658.0,387.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,KH,5.0,0.0,0.0,116.0,1322.0,0.0,0.0
EH109,Cebest 50 Gói,HOP,NA,2.0,0.0,0.0,172.0,312.0,0.0,0.0
EH110,Metoxa 10ml,HOP,CT,7.0,-5.0,0.0,192.0,95.0,0.0,0.0
EH110,Metoxa 10ml,HOP,DNAI,6.0,-2.0,0.0,207.0,0.0,0.0,0.0
EH110,Metoxa 10ml,HOP,DNANG,5.0,-10.0,432.0,93.0,5.0,0.0,0.0
EH110,Metoxa 10ml,HOP,HCM,6.0,0.0,216.0,67.0,0.0,0.0,0.0
EH110,Metoxa 10ml,HOP,HN,1.0,0.0,0.0,34.0,164.0,0.0,0.0
EH110,Metoxa 10ml,HOP,KH,5.0,0.0,0.0,83.0,16.0,0.0,0.0
EH110,Metoxa 10ml,HOP,NA,2.0,0.0,0.0,188.0,32.0,0.0,0.0
EH111,Aquima,HOP,CT,7.0,-336.0,0.0,485.0,4753.0,0.0,0.0
EH111,Aquima,HOP,DNAI,6.0,-368.0,7025.0,7287.0,1998.0,0.0,0.0
EH111,Aquima,HOP,DNANG,5.0,-20.0,0.0,3254.0,10620.0,0.0,0.0
EH111,Aquima,HOP,HCM,6.0,-97.0,3000.0,2976.0,0.0,0.0,7041.0
EH111,Aquima,HOP,HN,1.0,-205.0,0.0,598.0,759.0,0.0,0.0
EH111,Aquima,HOP,KH,5.0,0.0,0.0,2165.0,8059.0,0.0,0.0
EH111,Aquima,HOP,NA,2.0,-75.0,1000.0,330.0,1305.0,0.0,0.0
EH112,Syseye 15ml,HOP,CT,7.0,0.0,1440.0,228.0,0.0,0.0,0.0
EH112,Syseye 15ml,HOP,DNAI,6.0,0.0,0.0,1559.0,967.0,0.0,0.0
EH112,Syseye 15ml,HOP,DNANG,5.0,0.0,0.0,961.0,483.0,0.0,0.0
EH112,Syseye 15ml,HOP,HCM,6.0,0.0,0.0,17616.0,0.0,0.0,0.0
EH112,Syseye 15ml,HOP,HN,1.0,-520.0,0.0,60.0,1595.0,0.0,0.0
EH112,Syseye 15ml,HOP,KH,5.0,0.0,0.0,1247.0,570.0,0.0,0.0
EH112,Syseye 15ml,HOP,NA,2.0,0.0,1440.0,844.0,472.0,0.0,0.0
EH113,Scofi 10ml,HOP,CT,7.0,0.0,0.0,1023.0,430.0,0.0,0.0
EH113,Scofi 10ml,HOP,DNAI,6.0,-5.0,0.0,642.0,237.0,0.0,0.0
EH113,Scofi 10ml,HOP,DNANG,5.0,0.0,0.0,1798.0,2981.0,0.0,0.0
EH113,Scofi 10ml,HOP,HCM,6.0,0.0,0.0,1577.0,0.0,0.0,0.0
EH113,Scofi 10ml,HOP,HN,1.0,-1300.0,0.0,505.0,2645.0,0.0,0.0
EH113,Scofi 10ml,HOP,KH,5.0,0.0,0.0,1550.0,1270.0,0.0,0.0
EH113,Scofi 10ml,HOP,NA,2.0,0.0,0.0,97.0,500.0,0.0,0.0
EH114,Fiora,HOP,CT,7.0,0.0,0.0,109.0,0.0,0.0,0.0
EH114,Fiora,HOP,DNAI,6.0,-5.0,0.0,171.0,340.0,0.0,0.0
EH114,Fiora,HOP,DNANG,5.0,-5.0,0.0,445.0,10.0,0.0,0.0
EH114,Fiora,HOP,HCM,6.0,0.0,0.0,378.0,0.0,0.0,0.0
EH114,Fiora,HOP,HN,1.0,0.0,0.0,250.0,0.0,0.0,0.0
EH114,Fiora,HOP,KH,5.0,0.0,0.0,54.0,160.0,0.0,0.0
EH114,Fiora,HOP,NA,2.0,0.0,0.0,171.0,0.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,CT,7.0,-39.0,900.0,710.0,0.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,DNAI,6.0,-77.0,0.0,1920.0,0.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,DNANG,5.0,-72.0,0.0,2795.0,35.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,HCM,6.0,-3018.0,0.0,14131.0,0.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,HN,1.0,0.0,0.0,719.0,97.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,KH,5.0,0.0,0.0,2311.0,30.0,0.0,0.0
EH115,Ebysta 10ml gói,HOP,NA,2.0,-55.0,0.0,1222.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,CT,7.0,0.0,216.0,228.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,DNAI,6.0,0.0,0.0,398.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,DNANG,5.0,-32.0,0.0,234.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,HCM,6.0,-45.0,0.0,604.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,HN,1.0,0.0,0.0,358.0,0.0,0.0,0.0
