Mã Công Ty/CN,Công Ty/CN,Ngày Chứng Từ,Số Đơn Đặt Hàng,Số Đơn Trả Hàng,Ngày Trả Hàng,Hóa Đơn,Ngày Tới Hạn TT,Số Hợp Đồng,Trạng Thái,Mã KH Thuế,Tên KH Thuế,Địa Chỉ KH Thuế,Mã Số Thuế,Mã KH DMS,Mã KH Cũ,Tên Khách Hàng,Địa Chỉ KH,Mã Vùng BH,Tên Vùng BH,Mã Khu Vực,Tên Khu Vực,Mã Tỉnh KH,Tên Tỉnh KH,Mã Quận/HUyện,Tên Quận/HUyện,Phường/Xã,Mã Kênh KH,Tên Kênh KH,Mã Kênh Phụ,Tên Kênh Phụ,Mã HCO,Tên HCO,Mã Phân Loại HCO,Tên Phân Loại HCO,Mã Phân Hạng HCO,Tên Phân Hạng HCO,Mã Sản Phẩm,Tên Sản Phẩm NB,Tên Sản Phẩm Viết Tắt,Số Lô,Số Lượng,Đơn Giá (Có VAT),Doanh Số (Có VAT),Đơn Giá (Chưa VAT),Doanh Số (Chưa VAT),Ngày Đặt Đon,Người Tạo Đơn,Ngày Giao Hàng,Mã NV,Tên CVBH,Tên Quản Lý TT,Tên Quản Lý Khu Vực,Tên Quản Lý Vùng,Mã NVGH,Người Giao hàng,Trạng Thái Giao Hàng,Sổ Xuất Hàng,Đơn Vị Giao Hàng,Tên Nhà Vận Chuyển,Số Xe,Người Chịu Trách Nhiệm Nợ,Kiểu Đơn Hàng,Mã Lý Do,Mã CSBH,Tên CSBH,Mã CTKM,Tên CTKM,Mã CTTL,Tên CTTL,Người Liên Hệ,Số Điện Thoại
MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,2021-09-02 00:00:00.000,DH092021-00146,,01/01/1900,0001395,01/11/2021,,Đã Phát Hành,V4711-0001,Công Ty Cổ Phần Dược Phẩm FPT Long Châu,"379-381 Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0315275368,M0318001,M0318001,CTy CP Dược Phẩm FPT Long Châu - Quận 3 - HCM,"379 Hai Bà Trưng, Phường 08, Quận 3, Thành phố Hồ Chí Minh",HCM,Hồ Chí Minh,9,Hồ Chí Minh 2,30,Thành phố Hồ Chí Minh,306,Quận 3,Phường 08,OTC,OTC,CHUOI,Chuỗi,MT,Modern Trade,MT,Modern Trade, ,,OH050,Xisat Viêm Mũi 75ml,XIS-VM75,0060821,500.0,28000.0,14000000.0,26667.0,13333500.0,2021-09-01 15:27:08.380,Nguyễn Thanh Như,02/09/2021,MR0868,Nguyễn Thị Nga,Nguyễn Thị Nga,Nguyễn Thị Nga,Nguyễn Thị Nga,MR0025,Phạm Ngọc Trường,Đã giao hàng,202109A00000118,Pha Nam,,,Phạm Ngọc Trường,IN,,CSBH2104OTC-04QD/MR-XOS,MR- Chính sách bán hàng kênh MT - OTC,,,,, , 
MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,2021-09-02 00:00:00.000,DH092021-00146,,01/01/1900,0001395,01/11/2021,,Đã Phát Hành,V4711-0001,Công Ty Cổ Phần Dược Phẩm FPT Long Châu,"379-381 Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0315275368,M0318001,M0318001,CTy CP Dược Phẩm FPT Long Châu - Quận 3 - HCM,"379 Hai Bà Trưng, Phường 08, Quận 3, Thành phố Hồ Chí Minh",HCM,Hồ Chí Minh,9,Hồ Chí Minh 2,30,Thành phố Hồ Chí Minh,306,Quận 3,Phường 08,OTC,OTC,CHUOI,Chuỗi,MT,Modern Trade,MT,Modern Trade, ,,OH051,Xisat Hàng Ngày 75ml (Xanh),XIS-X75,0220821,5000.0,24500.0,122500000.0,23333.0,116665000.0,2021-09-01 15:27:08.380,Nguyễn Thanh Như,02/09/2021,MR0868,Nguyễn Thị Nga,Nguyễn Thị Nga,Nguyễn Thị Nga,Nguyễn Thị Nga,MR0025,Phạm Ngọc Trường,Đã giao hàng,202109A00000118,Pha Nam,,,Phạm Ngọc Trường,IN,,CSBH2104OTC-04QD/MR-XOS,MR- Chính sách bán hàng kênh MT - OTC,,,,, , 
MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,2021-09-02 00:00:00.000,DH092021-00146,,01/01/1900,0001395,01/11/2021,,Đã Phát Hành,V4711-0001,Công Ty Cổ Phần Dược Phẩm FPT Long Châu,"379-381 Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0315275368,M0318001,M0318001,CTy CP Dược Phẩm FPT Long Châu - Quận 3 - HCM,"379 Hai Bà Trưng, Phường 08, Quận 3, Thành phố Hồ Chí Minh",HCM,Hồ Chí Minh,9,Hồ Chí Minh 2,30,Thành phố Hồ Chí Minh,306,Quận 3,Phường 08,OTC,OTC,CHUOI,Chuỗi,MT,Modern Trade,MT,Modern Trade, ,,OH052,Xisat Hàng Ngày 75ml (Hồng),XIS-H75,0160821,1000.0,27000.0,27000000.0,25714.0,25714000.0,2021-09-01 15:27:08.380,Nguyễn Thanh Như,02/09/2021,MR0868,Nguyễn Thị Nga,Nguyễn Thị Nga,Nguyễn Thị Nga,Nguyễn Thị Nga,MR0025,Phạm Ngọc Trường,Đã giao hàng,202109A00000118,Pha Nam,,,Phạm Ngọc Trường,IN,,CSBH2104OTC-04QD/MR-XOS,MR- Chính sách bán hàng kênh MT - OTC,,,,, , 
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00038,,01/01/1900,0003953,05/09/2021,,Đã Phát Hành,T4316-0020,Quầy thuốc Hà Đua,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa, Việt Nam",8065669731,TN80O451,TN80O451,QT Hà Đua - Quảng Xương - Thanh Hóa,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,620,Huyện Quảng Xương,Xã Quảng Cát,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH031,"OSLA15ml, Việt Nam",OS15,0760621,1.0,19000.0,0.0,18095.0,0.0,2021-09-01 15:23:42.397,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,MR- CT HTBH Giỏ hàng XOM T8-9.2021,,,Nguyễn Thị Hà,0972201843
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00038,,01/01/1900,0003953,05/09/2021,,Đã Phát Hành,T4316-0020,Quầy thuốc Hà Đua,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa, Việt Nam",8065669731,TN80O451,TN80O451,QT Hà Đua - Quảng Xương - Thanh Hóa,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,620,Huyện Quảng Xương,Xã Quảng Cát,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH031,"OSLA15ml, Việt Nam",OS15,0760621,50.0,19000.0,950000.0,18095.0,904750.0,2021-09-01 15:23:42.397,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,,,,,Nguyễn Thị Hà,0972201843
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00038,,01/01/1900,0003953,05/09/2021,,Đã Phát Hành,T4316-0020,Quầy thuốc Hà Đua,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa, Việt Nam",8065669731,TN80O451,TN80O451,QT Hà Đua - Quảng Xương - Thanh Hóa,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,620,Huyện Quảng Xương,Xã Quảng Cát,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH051,Xisat Hàng Ngày 75ml (Xanh),XIS-X75,0230821,1.0,24500.0,0.0,23333.0,0.0,2021-09-01 15:23:42.397,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: 01 Medoral 125ml KHÔNG CỒN + 01 Xisat Xanh,,,Nguyễn Thị Hà,0972201843
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00038,,01/01/1900,0003953,05/09/2021,,Đã Phát Hành,T4316-0020,Quầy thuốc Hà Đua,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa, Việt Nam",8065669731,TN80O451,TN80O451,QT Hà Đua - Quảng Xương - Thanh Hóa,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,620,Huyện Quảng Xương,Xã Quảng Cát,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH052,Xisat Hàng Ngày 75ml (Hồng),XIS-H75,0160821,2.0,27000.0,0.0,25714.0,0.0,2021-09-01 15:23:42.397,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,MR- CT HTBH Giỏ hàng XOM T8-9.2021,,,Nguyễn Thị Hà,0972201843
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00038,,01/01/1900,0003953,05/09/2021,,Đã Phát Hành,T4316-0020,Quầy thuốc Hà Đua,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa, Việt Nam",8065669731,TN80O451,TN80O451,QT Hà Đua - Quảng Xương - Thanh Hóa,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,620,Huyện Quảng Xương,Xã Quảng Cát,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH052,Xisat Hàng Ngày 75ml (Hồng),XIS-H75,0160821,50.0,27000.0,1350000.0,25714.0,1285700.0,2021-09-01 15:23:42.397,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,,,,,Nguyễn Thị Hà,0972201843
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00038,,01/01/1900,0003953,05/09/2021,,Đã Phát Hành,T4316-0020,Quầy thuốc Hà Đua,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa, Việt Nam",8065669731,TN80O451,TN80O451,QT Hà Đua - Quảng Xương - Thanh Hóa,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,620,Huyện Quảng Xương,Xã Quảng Cát,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH082,Medoral KC 125,MDR125KC,0010821,1.0,50000.0,0.0,47619.0,0.0,2021-09-01 15:23:42.397,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: 01 Medoral 125ml KHÔNG CỒN + 01 Xisat Xanh,,,Nguyễn Thị Hà,0972201843
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00038,,01/01/1900,0003953,05/09/2021,,Đã Phát Hành,T4316-0020,Quầy thuốc Hà Đua,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa, Việt Nam",8065669731,TN80O451,TN80O451,QT Hà Đua - Quảng Xương - Thanh Hóa,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,620,Huyện Quảng Xương,Xã Quảng Cát,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,VT04785,Túi vải không dệt (KM),Túi vải không dệt (KM),000,1.0,0.0,0.0,0.0,0.0,2021-09-01 15:23:42.397,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: 01 Medoral 125ml KHÔNG CỒN + 01 Xisat Xanh,,,Nguyễn Thị Hà,0972201843
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00038,,01/01/1900,0003953,05/09/2021,,Đã Phát Hành,T4316-0020,Quầy thuốc Hà Đua,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa, Việt Nam",8065669731,TN80O451,TN80O451,QT Hà Đua - Quảng Xương - Thanh Hóa,"Thôn 10, Xã Quảng Cát, Huyện Quảng Xương, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,620,Huyện Quảng Xương,Xã Quảng Cát,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,VT04786,Tờ rơi chương trình chống dịch,Tờ rơi chương trình chống dịch,000,1.0,0.0,0.0,0.0,0.0,2021-09-01 15:23:42.397,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: 01 Medoral 125ml KHÔNG CỒN + 01 Xisat Xanh,,,Nguyễn Thị Hà,0972201843
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00039,,01/01/1900,0003954,05/09/2021,,Đã Phát Hành,002516,Quầy thuốc số 6,"Thôn 3, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa, Việt Nam",Người mua không cung cấp,TN80O017,TN80O017,QT Số 6 (Nguyễn Thị Nga) - Hậu Lộc - Thanh Hóa,"Chợ Cồn Cao, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,609,Huyện Hậu Lộc,Xã Hoa Lộc,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH031,"OSLA15ml, Việt Nam",OS15,0760621,80.0,19000.0,1520000.0,18095.0,1447600.0,2021-09-01 15:24:43.800,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,,,,,Nguyễn Thị Nga,0918582861
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00039,,01/01/1900,0003954,05/09/2021,,Đã Phát Hành,002516,Quầy thuốc số 6,"Thôn 3, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa, Việt Nam",Người mua không cung cấp,TN80O017,TN80O017,QT Số 6 (Nguyễn Thị Nga) - Hậu Lộc - Thanh Hóa,"Chợ Cồn Cao, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,609,Huyện Hậu Lộc,Xã Hoa Lộc,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH051,Xisat Hàng Ngày 75ml (Xanh),XIS-X75,0230821,1.0,24500.0,0.0,23333.0,0.0,2021-09-01 15:24:43.800,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: 01 Medoral 125ml KHÔNG CỒN + 01 Xisat Xanh,,,Nguyễn Thị Nga,0918582861
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00039,,01/01/1900,0003954,05/09/2021,,Đã Phát Hành,002516,Quầy thuốc số 6,"Thôn 3, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa, Việt Nam",Người mua không cung cấp,TN80O017,TN80O017,QT Số 6 (Nguyễn Thị Nga) - Hậu Lộc - Thanh Hóa,"Chợ Cồn Cao, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,609,Huyện Hậu Lộc,Xã Hoa Lộc,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH052,Xisat Hàng Ngày 75ml (Hồng),XIS-H75,0160821,2.0,27000.0,0.0,25714.0,0.0,2021-09-01 15:24:43.800,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,MR- CT HTBH Giỏ hàng XOM T8-9.2021,,,Nguyễn Thị Nga,0918582861
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00039,,01/01/1900,0003954,05/09/2021,,Đã Phát Hành,002516,Quầy thuốc số 6,"Thôn 3, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa, Việt Nam",Người mua không cung cấp,TN80O017,TN80O017,QT Số 6 (Nguyễn Thị Nga) - Hậu Lộc - Thanh Hóa,"Chợ Cồn Cao, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,609,Huyện Hậu Lộc,Xã Hoa Lộc,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH082,Medoral KC 125,MDR125KC,0010821,1.0,50000.0,0.0,47619.0,0.0,2021-09-01 15:24:43.800,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: 01 Medoral 125ml KHÔNG CỒN + 01 Xisat Xanh,,,Nguyễn Thị Nga,0918582861
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00039,,01/01/1900,0003954,05/09/2021,,Đã Phát Hành,002516,Quầy thuốc số 6,"Thôn 3, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa, Việt Nam",Người mua không cung cấp,TN80O017,TN80O017,QT Số 6 (Nguyễn Thị Nga) - Hậu Lộc - Thanh Hóa,"Chợ Cồn Cao, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,609,Huyện Hậu Lộc,Xã Hoa Lộc,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,VT04785,Túi vải không dệt (KM),Túi vải không dệt (KM),000,1.0,0.0,0.0,0.0,0.0,2021-09-01 15:24:43.800,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: 01 Medoral 125ml KHÔNG CỒN + 01 Xisat Xanh,,,Nguyễn Thị Nga,0918582861
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00039,,01/01/1900,0003954,05/09/2021,,Đã Phát Hành,002516,Quầy thuốc số 6,"Thôn 3, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa, Việt Nam",Người mua không cung cấp,TN80O017,TN80O017,QT Số 6 (Nguyễn Thị Nga) - Hậu Lộc - Thanh Hóa,"Chợ Cồn Cao, Xã Hoa Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,609,Huyện Hậu Lộc,Xã Hoa Lộc,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,VT04786,Tờ rơi chương trình chống dịch,Tờ rơi chương trình chống dịch,000,1.0,0.0,0.0,0.0,0.0,2021-09-01 15:24:43.800,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: 01 Medoral 125ml KHÔNG CỒN + 01 Xisat Xanh,,,Nguyễn Thị Nga,0918582861
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00041,,01/01/1900,0003955,05/09/2021,,Đã Phát Hành,T4326-0014,Nhà  thuốc Thảo Vy,"Kiot số 2 Cổng Đông chợ Cột Đỏ, Phường Trường Sơn, Thành phố Sầm Sơn, Tỉnh Thanh Hóa, Việt Nam",2802490095,TN80O1281,TN80O1281,NT Thảo Vy - Sầm Sơn - Thanh Hóa,"Số 29 Phan Bội Châu, Phường Trường Sơn, Thành phố Sầm Sơn, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,631,Thành phố Sầm Sơn,Phường Trường Sơn,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,EH102,Medoral 125ml,MDR125,0060821,1.0,52500.0,0.0,50000.0,0.0,2021-09-01 15:26:51.740,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,CTKM2108OTC-SO15CPA,Mua đơn hàng XOM 1.5tr: Tặng 01 Medoral 125ml + 01 Xisat Xanh 75ml,,,Lê Thị Nam,0356400786
MR0012,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH NGHỆ AN,2021-09-02 00:00:00.000,DH092021-00041,,01/01/1900,0003955,05/09/2021,,Đã Phát Hành,T4326-0014,Nhà  thuốc Thảo Vy,"Kiot số 2 Cổng Đông chợ Cột Đỏ, Phường Trường Sơn, Thành phố Sầm Sơn, Tỉnh Thanh Hóa, Việt Nam",2802490095,TN80O1281,TN80O1281,NT Thảo Vy - Sầm Sơn - Thanh Hóa,"Số 29 Phan Bội Châu, Phường Trường Sơn, Thành phố Sầm Sơn, Tỉnh Thanh Hóa",BB,Bắc Bộ,19,Đông Nam 2,57,Thanh Hóa,631,Thành phố Sầm Sơn,Phường Trường Sơn,OTC,OTC,NT,Nhà Thuốc,NT,Nhà Thuốc,NTL,Nhà Thuốc Lẻ,KB,KB,OH031,"OSLA15ml, Việt Nam",OS15,0760621,80.0,19000.0,1520000.0,18095.0,1447600.0,2021-09-01 15:26:51.740,,02/09/2021,MR2454,Nguyễn Đình Lập,Nguyễn Trọng Đồng,Ngô Tiến Vũ,Dương Tấn Bửu,MR2036,Lê Văn Sâm,Chưa xác nhận,202109000000005,Chành xe,,,Lê Văn Sâm,IN,,,,,,,,Lê Thị Nam,0356400786
